Rank_no,Movie_name,Release_Year,Certificate,Runtime_in_min,Genre,Metascore,Gross_in_$_M,Rating_from_10,Gross_numeric,Primary_Genre,Synthetic_Review,VADER_Negative,VADER_Neutral,VADER_Positive,VADER_Compound,VADER_Sentiment,Genre_Encoded,Certificate_Encoded,Decade
743,His Girl Friday,1940.0,Passed,92,"Comedy, Drama, Romance",80.0,0.3,7.8,0.3,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,11,1940.0
744,Stagecoach,1939.0,Passed,96,"Adventure, Drama, Western",93.0,,7.8,25.54,Adventure,Enjoyed watching this. Great adventure elements and decent storyline.,0.0,0.382,0.618,0.8658,Positive,1,11,1930.0
745,You Can't Take It with You,1938.0,Passed,126,"Comedy, Drama, Romance",80.0,4.66,7.8,4.66,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,11,1930.0
746,The Lady Vanishes,1938.0,Not Rated,96,"Mystery, Thriller",98.0,,7.8,25.54,Mystery,Enjoyed watching this. Great mystery elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,11,8,1930.0
747,Bringing Up Baby,1938.0,Passed,102,Comedy,91.0,,7.8,25.54,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,11,1930.0
748,A Night at the Opera,1935.0,Passed,96,"Comedy, Music, Musical",80.0,2.54,7.8,2.54,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,11,1930.0
749,The Bride of Frankenstein,1935.0,Not Rated,75,"Drama, Horror, Sci-Fi",95.0,4.36,7.8,4.36,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,8,1930.0
750,Duck Soup,1933.0,Not Rated,69,"Comedy, Musical",93.0,,7.8,25.54,Comedy,Duck Soup is a solid comedy film. Entertaining with good performances.,0.0,0.414,0.586,0.836,Positive,4,8,1930.0
751,Freaks,1932.0,Not Rated,64,"Drama, Horror",80.0,0.63,7.8,0.63,Drama,Freaks is a solid drama film. Entertaining with good performances.,0.095,0.405,0.5,0.7184,Positive,6,8,1930.0
752,Frankenstein,1931.0,Passed,70,"Drama, Horror, Sci-Fi",91.0,,7.8,25.54,Drama,Frankenstein is a solid drama film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,6,11,1930.0
753,Dragon Ball Super: Broly,2018.0,PG,100,"Animation, Action, Adventure",59.0,30.71,7.7,30.71,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,9,2010.0
754,Roma,2018.0,R,135,Drama,96.0,,7.7,25.54,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,2010.0
755,Deadpool 2,2018.0,R,119,"Action, Adventure, Comedy",66.0,324.59,7.7,324.59,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,2010.0
756,Sound of Metal,2019.0,R,120,"Drama, Music",82.0,,7.7,25.54,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,2010.0
757,Wind River,2017.0,R,107,"Crime, Drama, Mystery",73.0,33.8,7.7,33.8,Crime,Enjoyed watching this. Great crime elements and decent storyline.,0.207,0.355,0.438,0.5994,Positive,5,12,2010.0
758,The Salesman,2016.0,PG-13,124,"Drama, Thriller",85.0,2.4,7.7,2.4,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,10,2010.0
759,Get Out,,R,104,"Horror, Mystery, Thriller",85.0,176.04,7.7,176.04,Horror,Pretty good movie with some memorable moments in the horror genre.,0.208,0.449,0.343,0.34,Positive,10,12,
760,Mission: Impossible - Fallout,2018.0,PG-13,147,"Action, Adventure, Thriller",86.0,220.16,7.7,220.16,Action,Mission: Impossible - Fallout is a solid action film. Entertaining with good performances.,0.0,0.575,0.425,0.7506,Positive,0,10,2010.0
761,Perfect Strangers,2016.0,,96,"Comedy, Drama",80.0,,7.7,25.54,Comedy,Perfect Strangers is a solid comedy film. Entertaining with good performances.,0.0,0.306,0.694,0.9118,Positive,4,18,2010.0
762,Kubo and the Two Strings,2016.0,PG,101,"Animation, Action, Adventure",84.0,48.02,7.7,48.02,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,9,2010.0
763,A Man Called Ove,2015.0,PG-13,116,"Comedy, Drama, Romance",70.0,3.36,7.7,3.36,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,10,2010.0
764,The Breadwinner,2017.0,PG-13,94,"Animation, Drama, Family",78.0,0.31,7.7,0.31,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,10,2010.0
765,When Marnie Was There,2014.0,PG,103,"Animation, Drama, Family",72.0,0.77,7.7,0.77,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,9,2010.0
766,The Theory of Everything,2014.0,PG-13,123,"Biography, Drama, Romance",71.0,35.89,7.7,35.89,Biography,The Theory of Everything is a solid biography film. Entertaining with good performances.,0.0,0.575,0.425,0.7506,Positive,3,10,2010.0
767,Kingsman: The Secret Service,2014.0,R,129,"Action, Adventure, Comedy",60.0,128.26,7.7,128.26,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,12,2010.0
768,The Fault in Our Stars,2014.0,PG-13,126,"Drama, Romance",69.0,124.87,7.7,124.87,Drama,The Fault in Our Stars is a solid drama film. Entertaining with good performances.,0.134,0.498,0.368,0.5719,Positive,6,10,2010.0
769,Me and Earl and the Dying Girl,2015.0,PG-13,105,"Comedy, Drama, Romance",74.0,6.74,7.7,6.74,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,10,2010.0
770,Birdman or (The Unexpected Virtue of Ignorance),2014.0,R,119,"Comedy, Drama",87.0,42.34,7.7,42.34,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,12,2010.0
771,The Past,2013.0,PG-13,130,"Drama, Mystery",85.0,1.33,7.7,1.33,Drama,The Past is a solid drama film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,6,10,2010.0
772,The Great Beauty,2013.0,Not Rated,141,Drama,86.0,2.85,7.7,2.85,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,8,2010.0
773,My Life as a Zucchini,2016.0,PG-13,70,"Animation, Comedy, Drama",85.0,0.29,7.7,0.29,Animation,Pretty good movie with some memorable moments in the animation genre.,0.0,0.596,0.404,0.7269,Positive,2,10,2010.0
774,Blue Is the Warmest Colour,2013.0,NC-17,180,"Drama, Romance",90.0,2.2,7.7,2.2,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,7,2010.0
775,The Broken Circle Breakdown,2012.0,Not Rated,111,"Drama, Music, Romance",70.0,0.18,7.7,0.18,Drama,The Broken Circle Breakdown is a solid drama film. Entertaining with good performances.,0.159,0.462,0.379,0.5106,Positive,6,8,2010.0
776,The Wind Rises,2013.0,PG-13,126,"Animation, Biography, Drama",83.0,5.21,7.7,5.21,Animation,The Wind Rises is a solid animation film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,2,10,2010.0
777,Toy Story 4,2019.0,G,100,"Animation, Adventure, Comedy",84.0,434.04,7.7,434.04,Animation,Pretty good movie with some memorable moments in the animation genre.,0.0,0.596,0.404,0.7269,Positive,2,4,2010.0
778,Nebraska,2013.0,R,115,"Adventure, Comedy, Drama",86.0,17.65,7.7,17.65,Adventure,A good watch for adventure fans. Not perfect but definitely worth your time.,0.259,0.425,0.316,0.0165,Neutral,1,12,2010.0
779,Wreck-It Ralph,2012.0,PG,101,"Animation, Adventure, Comedy",72.0,189.42,7.7,189.42,Animation,Enjoyed watching this. Great animation elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,2,9,2010.0
780,The Little Prince,2015.0,PG,108,"Animation, Adventure, Drama",70.0,1.34,7.7,1.34,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,9,2010.0
781,Detachment,2011.0,Not Rated,98,Drama,52.0,0.07,7.7,0.07,Drama,Detachment is a solid drama film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,6,8,2010.0
782,Midnight in Paris,2011.0,PG-13,94,"Comedy, Fantasy, Romance",81.0,56.82,7.7,56.82,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,10,2010.0
783,Confessions,2010.0,Not Rated,106,"Drama, Thriller",80.0,,7.7,25.54,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,8,2010.0
784,The Man from Nowhere,2010.0,R,119,"Action, Crime, Drama",80.0,0.01,7.7,0.01,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,12,2010.0
785,The Lego Movie,2014.0,PG,100,"Animation, Action, Adventure",83.0,257.76,7.7,257.76,Animation,Pretty good movie with some memorable moments in the animation genre.,0.0,0.596,0.404,0.7269,Positive,2,9,2010.0
786,Guillermo del Toro's Pinocchio,2022.0,PG,117,"Animation, Drama, Family",79.0,,7.7,25.54,Animation,Pretty good movie with some memorable moments in the animation genre.,0.0,0.596,0.404,0.7269,Positive,2,9,2020.0
787,Gravity,2013.0,PG-13,91,"Drama, Sci-Fi, Thriller",96.0,274.09,7.7,274.09,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,10,2010.0
788,Star Trek Into Darkness,2013.0,PG-13,132,"Action, Adventure, Sci-Fi",72.0,228.78,7.7,228.78,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,10,2010.0
789,Beasts of No Nation,2015.0,TV-MA,137,"Drama, War",79.0,0.08,7.7,0.08,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,14,2010.0
790,X-Men: First Class,2011.0,PG-13,131,"Action, Adventure, Sci-Fi",65.0,146.41,7.7,146.41,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,10,2010.0
791,The Hangover,2009.0,R,100,Comedy,73.0,277.32,7.7,277.32,Comedy,The Hangover is a solid comedy film. Entertaining with good performances.,0.0,0.414,0.586,0.836,Positive,4,12,2000.0
792,The Trial of the Chicago 7,2020.0,R,129,"Drama, History, Thriller",76.0,,7.7,25.54,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,2020.0
793,Silver Linings Playbook,2012.0,R,122,"Comedy, Drama, Romance",81.0,132.09,7.7,132.09,Comedy,Silver Linings Playbook is a solid comedy film. Entertaining with good performances.,0.0,0.447,0.553,0.836,Positive,4,12,2010.0
794,Another Round,2020.0,Not Rated,117,"Comedy, Drama",79.0,,7.7,25.54,Comedy,Another Round is a solid comedy film. Entertaining with good performances.,0.0,0.414,0.586,0.836,Positive,4,8,2020.0
795,Argo,2012.0,R,120,"Biography, Drama, Thriller",86.0,136.03,7.7,136.03,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,12,2010.0
796,500 Days of Summer,2009.0,PG-13,95,"Comedy, Drama, Romance",76.0,32.39,7.7,32.39,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,10,2000.0
797,Harry Potter and the Deathly Hallows: Part 1,2010.0,PG-13,146,"Adventure, Family, Fantasy",65.0,295.98,7.7,295.98,Adventure,Harry Potter and the Deathly Hallows: Part 1 is a solid adventure film. Entertaining with good performances.,0.0,0.573,0.427,0.8271,Positive,1,10,2010.0
798,The Boy in the Striped Pajamas,2008.0,PG-13,94,"Drama, War",55.0,9.03,7.7,9.03,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,10,2000.0
799,The Edge of Heaven,2007.0,Not Rated,122,Drama,85.0,0.74,7.7,0.74,Drama,The Edge of Heaven is a solid drama film. Entertaining with good performances.,0.0,0.457,0.543,0.8658,Positive,6,8,2000.0
800,Frost/Nixon,2008.0,R,122,"Biography, Drama, History",80.0,18.59,7.7,18.59,Biography,Pretty good movie with some memorable moments in the biography genre.,0.0,0.596,0.404,0.7269,Positive,3,12,2000.0
801,Paprika,2006.0,R,90,"Animation, Drama, Fantasy",81.0,0.88,7.7,0.88,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,12,2000.0
802,Flipped,,PG,90,"Comedy, Drama, Romance",45.0,1.75,7.7,1.75,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,9,
803,The Girl Who Leapt Through Time,2006.0,TV-PG,98,"Animation, Adventure, Comedy",80.0,,7.7,25.54,Animation,The Girl Who Leapt Through Time is a solid animation film. Entertaining with good performances.,0.0,0.619,0.381,0.7506,Positive,2,15,2000.0
804,This Is England,2006.0,Not Rated,101,"Crime, Drama",86.0,0.33,7.7,0.33,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,8,2000.0
805,Ex Machina,2014.0,R,108,"Drama, Sci-Fi, Thriller",78.0,25.44,7.7,25.44,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,12,2010.0
806,After the Wedding,2006.0,R,120,Drama,78.0,0.41,7.7,0.41,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,12,2000.0
807,Zodiac,2007.0,R,157,"Crime, Drama, Mystery",78.0,33.08,7.7,33.08,Crime,Pretty good movie with some memorable moments in the crime genre.,0.199,0.455,0.347,0.3818,Positive,5,12,2000.0
808,Lucky Number Slevin,2006.0,R,110,"Crime, Drama, Thriller",53.0,22.49,7.7,22.49,Crime,Lucky Number Slevin is a solid crime film. Entertaining with good performances.,0.167,0.286,0.548,0.7184,Positive,5,12,2000.0
809,Joyeux Noel,2005.0,PG-13,116,"Drama, History, Music",70.0,1.05,7.7,1.05,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,10,2000.0
810,Adam's Apples,2005.0,R,94,"Comedy, Crime, Drama",51.0,0.0,7.7,0.0,Comedy,Adam's Apples is a solid comedy film. Entertaining with good performances.,0.0,0.414,0.586,0.836,Positive,4,12,2000.0
811,Tangled,2010.0,PG,100,"Animation, Adventure, Comedy",71.0,200.82,7.7,200.82,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,9,2010.0
812,Black Book,2006.0,R,145,"Drama, Thriller, War",71.0,4.4,7.7,4.4,Drama,Black Book is a solid drama film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,6,12,2000.0
813,Brokeback Mountain,2005.0,R,134,"Drama, Romance",87.0,83.04,7.7,83.04,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,12,2000.0
814,3:10 to Yuma,2007.0,R,122,"Action, Crime, Drama",76.0,53.61,7.7,53.61,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,12,2000.0
815,Kung Fu Hustle,2004.0,R,99,"Action, Comedy, Fantasy",78.0,17.11,7.7,17.11,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,12,2000.0
816,The Bourne Supremacy,2004.0,PG-13,108,"Action, Mystery, Thriller",73.0,176.24,7.7,176.24,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,10,2000.0
817,The Machinist,2004.0,R,101,"Drama, Thriller",61.0,1.08,7.7,1.08,Drama,The Machinist is a solid drama film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,6,12,2000.0
818,Ray,,PG-13,152,"Biography, Drama, Music",73.0,75.33,7.7,75.33,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,10,
819,Evil,2003.0,Not Rated,113,Drama,61.0,0.02,7.7,0.02,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,8,2000.0
820,Lost in Translation,2003.0,R,102,"Comedy, Drama",91.0,44.59,7.7,44.59,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,12,2000.0
821,Harry Potter and the Goblet of Fire,2005.0,PG-13,157,"Adventure, Family, Fantasy",81.0,290.01,7.7,290.01,Adventure,Harry Potter and the Goblet of Fire is a solid adventure film. Entertaining with good performances.,0.104,0.476,0.42,0.743,Positive,1,10,2000.0
822,Man on Fire,2004.0,R,146,"Action, Crime, Drama",47.0,77.91,7.7,77.91,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,2000.0
823,Coraline,2009.0,PG,100,"Animation, Drama, Family",80.0,75.29,7.7,75.29,Animation,Enjoyed watching this. Great animation elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,2,9,2000.0
824,The Magdalene Sisters,2002.0,R,114,Drama,83.0,4.89,7.7,4.89,Drama,The Magdalene Sisters is a solid drama film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,6,12,2000.0
825,Finding Neverland,2004.0,PG,106,"Biography, Drama, Family",67.0,51.68,7.7,51.68,Biography,A good watch for biography fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,3,9,2000.0
826,Good Bye Lenin!,2003.0,R,121,"Comedy, Drama, Romance",68.0,4.06,7.7,4.06,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,12,2000.0
827,In America,2002.0,PG-13,105,Drama,76.0,15.54,7.7,15.54,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,10,2000.0
828,The Triplets of Belleville,2003.0,PG-13,80,"Animation, Adventure, Comedy",91.0,7.0,7.7,7.0,Animation,Pretty good movie with some memorable moments in the animation genre.,0.0,0.596,0.404,0.7269,Positive,2,10,2000.0
829,Adaptation.,2002.0,R,115,"Comedy, Drama",83.0,22.25,7.7,22.25,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,12,2000.0
830,Black Hawk Down,2001.0,R,144,"Action, Drama, History",74.0,108.64,7.7,108.64,Action,Black Hawk Down is a solid action film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,0,12,2000.0
831,Road to Perdition,2002.0,R,117,"Crime, Drama, Thriller",72.0,104.45,7.7,104.45,Crime,Road to Perdition is a solid crime film. Entertaining with good performances.,0.185,0.423,0.392,0.4404,Positive,5,12,2000.0
832,The Experiment,2001.0,R,120,"Drama, Thriller",60.0,0.14,7.7,0.14,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,2000.0
833,Billy Elliot,2000.0,R,110,"Drama, Music",74.0,22.0,7.7,22.0,Drama,Billy Elliot is a solid drama film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,6,12,2000.0
834,Hedwig and the Angry Inch,2001.0,R,95,"Comedy, Drama, Music",85.0,3.03,7.7,3.03,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,12,2000.0
835,The Count of Monte Cristo,2002.0,PG-13,131,"Action, Adventure, Drama",61.0,54.23,7.7,54.23,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,10,2000.0
836,Y tu mamá también,2001.0,R,106,Drama,88.0,13.62,7.7,13.62,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,12,2000.0
837,Waking Life,2001.0,R,99,"Animation, Drama, Fantasy",83.0,2.89,7.7,2.89,Animation,Pretty good movie with some memorable moments in the animation genre.,0.0,0.596,0.404,0.7269,Positive,2,12,2000.0
838,Ocean's Eleven,2001.0,PG-13,116,"Crime, Thriller",74.0,183.42,7.7,183.42,Crime,Pretty good movie with some memorable moments in the crime genre.,0.199,0.455,0.347,0.3818,Positive,5,10,2000.0
839,"O Brother, Where Art Thou?",2000.0,PG-13,107,"Adventure, Comedy, Crime",69.0,45.51,7.7,45.51,Adventure,Pretty good movie with some memorable moments in the adventure genre.,0.0,0.488,0.512,0.8126,Positive,1,10,2000.0
840,"South Park: Bigger, Longer & Uncut",1999.0,R,81,"Animation, Comedy, Fantasy",73.0,52.04,7.7,52.04,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,12,1990.0
841,Office Space,1999.0,R,89,Comedy,68.0,10.82,7.7,10.82,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,12,1990.0
842,Happiness,1998.0,NC-17,134,"Comedy, Drama",81.0,2.81,7.7,2.81,Comedy,Happiness is a solid comedy film. Entertaining with good performances.,0.0,0.27,0.73,0.91,Positive,4,7,1990.0
843,The Boondock Saints,1999.0,R,108,"Action, Thriller",44.0,0.03,7.7,0.03,Action,The Boondock Saints is a solid action film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,0,12,1990.0
844,Training Day,2001.0,R,122,"Action, Crime, Drama",69.0,76.63,7.7,76.63,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,2000.0
845,Run Lola Run,1998.0,R,80,"Action, Crime, Thriller",77.0,7.27,7.7,7.27,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,12,1990.0
846,Open Your Eyes,1997.0,R,119,"Drama, Mystery, Sci-Fi",80.0,0.37,7.7,0.37,Drama,Open Your Eyes is a solid drama film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,6,12,1990.0
847,Taste of Cherry,1997.0,Not Rated,95,Drama,80.0,0.31,7.7,0.31,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,8,1990.0
848,As Good as It Gets,1997.0,PG-13,139,"Comedy, Drama, Romance",67.0,148.48,7.7,148.48,Comedy,As Good as It Gets is a solid comedy film. Entertaining with good performances.,0.0,0.413,0.587,0.8957,Positive,4,10,1990.0
849,Fireworks,1997.0,,103,"Crime, Drama, Romance",80.0,0.23,7.7,0.23,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,18,1990.0
850,The Game,1997.0,R,129,"Drama, Mystery, Thriller",61.0,48.32,7.7,48.32,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,1990.0
851,Donnie Brasco,1997.0,R,127,"Biography, Crime, Drama",76.0,41.91,7.7,41.91,Biography,Donnie Brasco is a solid biography film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,3,12,1990.0
852,Happy Together,1997.0,Not Rated,96,"Drama, Romance",70.0,0.19,7.7,0.19,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,8,1990.0
853,Primal Fear,1996.0,R,129,"Crime, Drama, Mystery",47.0,56.12,7.7,56.12,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,12,1990.0
854,Sense and Sensibility,1995.0,PG,136,"Drama, Romance",84.0,43.18,7.7,43.18,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,9,1990.0
855,Apollo 13,,PG,140,"Adventure, Drama, History",77.0,173.84,7.7,173.84,Adventure,A good watch for adventure fans. Not perfect but definitely worth your time.,0.259,0.425,0.316,0.0165,Neutral,1,9,
856,Clerks,1994.0,R,92,Comedy,70.0,3.15,7.7,3.15,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,12,1990.0
857,What's Eating Gilbert Grape,1993.0,PG-13,118,Drama,73.0,9.17,7.7,9.17,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,10,1990.0
858,Short Cuts,1993.0,R,188,"Comedy, Drama",81.0,6.11,7.7,6.11,Comedy,Short Cuts is a solid comedy film. Entertaining with good performances.,0.122,0.331,0.547,0.7717,Positive,4,12,1990.0
859,Philadelphia,1993.0,PG-13,125,Drama,66.0,77.32,7.7,77.32,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,10,1990.0
860,Naked,1993.0,Not Rated,131,"Comedy, Drama",85.0,1.77,7.7,1.77,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,8,1990.0
861,The Muppet Christmas Carol,1992.0,G,85,"Comedy, Drama, Family",64.0,27.28,7.7,27.28,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,4,1990.0
862,Malcolm X,1992.0,PG-13,202,"Biography, Drama, History",73.0,48.17,7.7,48.17,Biography,Malcolm X is a solid biography film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,3,10,1990.0
863,The Last of the Mohicans,1992.0,R,112,"Action, Adventure, Drama",76.0,75.51,7.7,75.51,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,12,1990.0
864,Hard Boiled,1992.0,R,128,"Action, Crime, Thriller",80.0,,7.7,25.54,Action,Hard Boiled is a solid action film. Entertaining with good performances.,0.089,0.443,0.468,0.7184,Positive,0,12,1990.0
865,Porco Rosso,1992.0,PG,94,"Animation, Adventure, Comedy",83.0,,7.7,25.54,Animation,Porco Rosso is a solid animation film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,2,9,1990.0
866,Glengarry Glen Ross,1992.0,R,100,"Crime, Drama, Mystery",82.0,10.73,7.7,10.73,Crime,Glengarry Glen Ross is a solid crime film. Entertaining with good performances.,0.185,0.423,0.392,0.4404,Positive,5,12,1990.0
867,A Few Good Men,1992.0,R,138,"Drama, Thriller",62.0,141.34,7.7,141.34,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,1990.0
868,Night on Earth,1991.0,R,129,"Comedy, Drama",68.0,2.02,7.7,2.02,Comedy,Night on Earth is a solid comedy film. Entertaining with good performances.,0.0,0.447,0.553,0.836,Positive,4,12,1990.0
869,Fried Green Tomatoes,1991.0,PG-13,130,Drama,64.0,82.42,7.7,82.42,Drama,Fried Green Tomatoes is a solid drama film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,6,10,1990.0
870,The Double Life of Véronique,1991.0,R,98,"Drama, Fantasy, Music",86.0,2.0,7.7,2.0,Drama,The Double Life of Véronique is a solid drama film. Entertaining with good performances.,0.0,0.598,0.402,0.7506,Positive,6,12,1990.0
